o,d,flow
44005041701,25017320102,35
44005041701,44007000800,35
44005041702,25005640500,35
44005041702,25005641101,35
44005041702,44001030901,35
44005041702,44009050103,35
44007000101,44003022202,35
44007000101,44007000300,35
44007000101,44007013701,35
44007000102,44003021002,35
44007000102,44003980000,35
44007000102,44007000500,35
44007000102,44007014000,35
44007000200,44003022300,35
44007000200,44007001500,35
44007000200,44007001800,35
44007000200,44007014100,35
44007000200,44007014600,35
44007000300,25021443101,35
44007000300,44003022100,35
44007000300,44007000700,35
44007000300,44007010101,35
44007000300,44007013400,35
44007000300,44007016500,35
44007000300,44009051504,35
44007000400,44003021200,35
44007000400,44007000300,35
44007000400,44007001700,35
44007000500,25027737100,35
44007000500,44007000101,35
44007000500,44007012200,35
44007000600,25025170701,35
44007000600,44005041100,35
44007000600,44007000101,35
44007000600,44007011500,35
44007000600,44007015800,35
44007000700,44007014501,35
44007000900,25025000402,35
44007000900,44003021100,35
44007000900,44003022300,35
44007000900,44007002500,35
44007000900,44007011403,35
44007001000,44007001200,35
44007001000,44007002300,35
44007001000,44007015400,35
44007001200,44007002500,35
44007001200,44007003602,35
44007001300,25021422400,35
44007001300,25025070200,35
44007001300,44007003100,35
44007001300,44007003602,35
44007001300,44007003700,35
44007001300,44007011600,35
44007001300,44007012401,35
44007001300,44007016400,35
44007001400,25005650600,35
44007001400,25017360100,35
44007001400,44003021002,35
44007001400,44007016700,35
44007001500,44007000102,35
44007001500,44007000300,35
44007001500,44007002300,35
44007001500,44007013600,35
44007001500,44007013800,35
44007001600,25017383501,35
44007001600,44003022100,35
44007001600,44003022202,35
44007001600,44007003300,35
44007001600,44007003500,35
44007001600,44007011402,35
44007001600,44007011500,35
44007001600,44007015100,35
44007001600,44007018500,35
44007001800,44003022300,35
44007001800,44007000300,35
44007001800,44007002300,35
44007001800,44007010101,35
44007001800,44007010300,35
44007001800,44007016400,35
44007001800,44007017000,35
44007001900,25017352600,35
44007001900,44003021300,35
44007001900,44003022100,35
44007001900,44003022202,35
44007001900,44007000300,35
44007001900,44007002800,35
44007001900,44007012500,35
44007001900,44007017100,35
44007002000,44007001200,35
44007002000,44007003500,35
44007002000,44007012000,35
44007002101,44007002400,35
44007002101,44007012401,35
44007002101,44007014600,35
44007002102,44007000300,35
44007002102,44007012402,35
44007002102,44007018500,35
44007002300,25021456102,35
44007002300,44007000200,35
44007002300,44007001200,35
44007002300,44007002200,35
44007002300,44007013400,35
44007002300,44009051302,35
44007002400,25025010702,35
44007002400,44007000102,35
44007002400,44007000600,35
44007002400,44007002900,35
44007002400,44009050802,35
44007002500,09003430601,35
44007002500,44007000102,35
44007002500,44007003602,35
44007002500,44007017400,35
44007002600,44007000300,35
44007002600,44007003100,35
44007002600,44007010501,35
44007002700,44003020901,35
44007002700,44007003601,35
44007002800,44007003100,35
44007002800,44007012102,35
44007002900,09003514600,35
44007002900,25025081001,35
44007002900,25027744200,35
44007002900,44001030901,35
44007002900,44003020903,35
44007002900,44003022202,35
44007002900,44007001600,35
44007002900,44007011702,35
44007002900,44007012000,35
44007002900,44007012104,35
44007002900,44007012803,35
44007002900,44007013701,35
44007002900,44007016700,35
44007003100,25005632200,35
44007003100,25025040600,35
44007003200,25021456200,35
44007003200,44003022100,35
44007003200,44007001900,35
44007003200,44007002900,35
44007003200,44007014200,35
44007003300,44001030200,35
44007003300,44001030800,35
44007003300,44007010200,35
44007003300,44007012401,35
44007003300,44007015200,35
44007003300,44009051400,35
44007003400,44007018500,35
44007003500,44007018000,35
44007003601,44007003100,35
44007003602,44007003300,35
44007003602,44007003700,35
44007003700,44003020300,35
44007003700,44007001500,35
44007003700,44007003300,35
44007003700,44007014200,35
44007003700,44007014700,35
44007010101,44007003400,35
44007010101,44007012401,35
44007010101,44007016400,35
44007010102,25005632200,35
44007010102,44007002300,35
44007010102,44007010101,35
44007010102,44007011600,35
44007010102,44007012601,35
44007010200,25027731700,35
44007010200,44001030902,35
44007010200,44003021300,35
44007010200,44007002300,35
44007010200,44007014200,35
44007010200,44007015200,35
44007010300,44007000102,35
44007010300,44007000800,35
44007010300,44007003200,35
44007010300,44007010101,35
44007010300,44007013500,35
44007010400,25005610100,35
44007010400,44007000101,35
44007010400,44007010102,35
44007010400,44007010400,35
44007010400,44007012300,35
44007010501,25021403500,35
44007010501,25027732002,35
44007010501,44007010701,35
44007010501,44007016900,35
44007010502,25017368101,35
44007010502,44007002300,35
44007010502,44007010102,35
44007010600,25005610202,35
44007010600,44003020904,35
44007010600,44003021100,35
44007010600,44007002500,35
44007010701,44007010200,35
44007010702,44003021100,35
44007010702,44007015200,35
44007010702,44007016400,35
44007010800,25021442201,35
44007010800,44007015500,35
44007010800,44007017100,35
44007010900,25005631600,35
44007010900,25005633100,35
44007010900,25005633200,35
44007010900,25021456200,35
44007010900,44007002500,35
44007010900,44007011100,35
44007010900,44007011600,35
44007010900,44007011702,35
44007010900,44007016300,35
44007011000,25005640800,35
44007011000,25017374500,35
44007011000,44001030500,35
44007011000,44007001500,35
44007011000,44007001600,35
44007011000,44007002102,35
44007011000,44007011500,35
44007011000,44007012300,35
44007011000,44007018100,35
44007011000,44009050103,35
44007011100,25005631200,35
44007011100,44001030500,35
44007011100,44007012601,35
44007011100,44007016400,35
44007011100,44007016700,35
44007011100,44007017000,35
44007011200,44007000800,35
44007011200,44007013600,35
44007011301,25021443101,35
44007011301,44007010800,35
44007011302,44007000600,35
44007011302,44007011702,35
44007011401,25005617101,35
44007011401,44003022300,35
44007011401,44007002300,35
44007011401,44007003100,35
44007011401,44007012803,35
44007011401,44007014600,35
44007011401,44007017300,35
44007011402,44007000800,35
44007011403,25027750200,35
44007011403,44001030800,35
44007011403,44007003601,35
44007011403,44007012200,35
44007011500,44007011402,35
44007011500,44007011800,35
44007011500,44007013701,35
44007011600,25005613100,35
44007011600,44003020800,35
44007011600,44007000300,35
44007011600,44007002700,35
44007011701,25025070101,35
44007011701,44007001100,35
44007011701,44007011301,35
44007011702,25005610202,35
44007011702,44007010300,35
44007011702,44007010400,35
44007011702,44007012300,35
44007011702,44007017100,35
44007011800,25005631200,35
44007011800,25021410100,35
44007011800,44007000101,35
44007011800,44007003300,35
44007011800,44007015400,35
44007011902,44007000101,35
44007011902,44007001100,35
44007011902,44007012401,35
44007011902,44007014700,35
44007011902,44007016700,35
44007012000,44003020901,35
44007012000,44003021100,35
44007012000,44003021200,35
44007012000,44007010502,35
44007012000,44007013600,35
44007012000,44009051400,35
44007012102,25005613100,35
44007012102,44003021200,35
44007012102,44007000500,35
44007012102,44007001000,35
44007012102,44007002700,35
44007012102,44007002900,35
44007012102,44007003200,35
44007012102,44007003500,35
44007012102,44007010502,35
44007012103,44007015600,35
44007012104,44007003100,35
44007012104,44007011600,35
44007012104,44007012300,35
44007012104,44007012601,35
44007012104,44007012701,35
44007012104,44007018500,35
44007012200,44007001100,35
44007012300,44003020901,35
44007012300,44007003400,35
44007012300,44007011403,35
44007012300,44007014000,35
44007012300,44007014800,35
44007012300,44009051400,35
44007012401,25023545200,35
44007012401,44007001500,35
44007012401,44007012701,35
44007012402,25005630102,35
44007012402,44007003400,35
44007012402,44007011800,35
44007012402,44007012601,35
44007012500,44003020800,35
44007012500,44007012402,35
44007012601,25021407100,35
44007012602,25021407100,35
44007012602,44007000400,35
44007012602,44007013202,35
44007012701,25009254200,35
44007012701,44007010300,35
44007012701,44007016000,35
44007012702,44003020602,35
44007012702,44007013701,35
44007012702,44007014600,35
44007012801,09015903100,35
44007012802,44007000200,35
44007012802,44007002500,35
44007012803,44007003300,35
44007012803,44007010300,35
44007012803,44007011402,35
44007012900,25021443101,35
44007013002,25017382200,35
44007013002,25017382500,35
44007013002,25021443101,35
44007013002,25025981300,35
44007013002,25027744200,35
44007013002,44007018000,35
44007013002,44007018200,35
44007013101,44007011500,35
44007013101,44007014700,35
44007013101,44007018400,35
44007013102,44003020800,35
44007013102,44007014200,35
44007013201,44001030200,35
44007013201,44003020901,35
44007013201,44003022300,35
44007013201,44007015800,35
44007013201,44009050103,35
44007013202,44007000101,35
44007013202,44007001600,35
44007013202,44007002200,35
44007013202,44007012102,35
44007013202,44007013701,35
44007013300,44007000500,35
44007013300,44007012602,35
44007013300,44007018000,35
44007013500,25021443102,35
44007013500,44007014100,35
44007013600,44007002900,35
44007013600,44007011600,35
44007013600,44007012000,35
44007013600,44007014100,35
44007013701,44007002200,35
44007013702,44003022000,35
44007013702,44007013400,35
44007013702,44007014000,35
44007013702,44007014200,35
44007013702,44007015600,35
44007013800,44007000900,35
44007013800,44007002300,35
44007013800,44007012401,35
44007013800,44007012601,35
44007013900,44003021001,35
44007013900,44003022100,35
44007013900,44007012601,35
44007013900,44007014700,35
44007014000,09011690700,35
44007014000,25005632100,35
44007014000,44003022000,35
44007014000,44007003602,35
44007014000,44007013701,35
44007014000,44007013702,35
44007014000,44007014800,35
44007014200,44003022202,35
44007014200,44007002000,35
44007014300,25025030300,35
44007014300,44003020603,35
44007014300,44007000101,35
44007014300,44007018500,35
44007014400,44003022300,35
44007014400,44007000300,35
44007014400,44007014600,35
44007014501,44007000600,35
44007014501,44007003602,35
44007014501,44007013600,35
44007014501,44007013900,35
44007014501,44007014100,35
44007014502,44007012200,35
44007014600,44003980000,35
44007014600,44007003602,35
44007014600,44009051201,35
44007014700,09015903200,35
44007014700,44007001100,35
44007014700,44007014501,35
44007014700,44007017500,35
44007014800,44003020800,35
44007014800,44005040304,35
44007014800,44007001800,35
44007014800,44007010501,35
44007014800,44007012200,35
44007014800,44007016000,35
44007015000,25005630300,35
44007015000,44007002300,35
44007015000,44007017000,35
44007015100,25005630400,35
44007015100,44003022100,35
44007015100,44007003400,35
44007015100,44007011000,35
44007015100,44007016100,35
44007015100,44009050103,35
44007015200,25021441203,35
44007015300,34039035100,35
44007015400,25021403500,35
44007015400,25025091001,35
44007015400,44007000800,35
44007015500,09011701100,35
44007015500,25021417502,35
44007015500,25025040801,35
44007015500,44005041601,35
44007015500,44007012000,35
44007015500,44007013900,35
44007015500,44007016400,35
44007015500,44007017000,35
44007015500,44007018400,35
44007015600,44007010501,35
44007015600,44007015700,35
44007015700,25005613100,35
44007015700,25005632100,35
44007015800,25027751101,35
44007015800,44007012602,35
44007015900,25005631700,35
44007015900,44007000600,35
44007015900,44007017100,35
44007016000,25005650202,35
44007016000,44007000101,35
44007016100,25027744300,35
44007016100,44007016000,35
44007016100,44007016400,35
44007016300,44007000800,35
44007016300,44007012401,35
44007016300,44007015400,35
44007016400,44007003400,35
44007016400,44007013002,35
44007016500,44007000300,35
44007016500,44007002900,35
44007016500,44007003300,35
44007016500,44007013900,35
44007016500,44007014200,35
44007016500,44007015200,35
44007016500,44007017100,35
44007016600,25025091001,35
44007016600,44001030700,35
44007016600,44007003602,35
44007016600,44007010800,35
44007016700,44003021100,35
44007016700,44007003100,35
44007016700,44007011500,35
44007016800,25025010600,35
44007016800,44007000600,35
44007016800,44007000800,35
44007016800,44007016800,35
44007016900,44007000800,35
44007016900,44007003602,35
44007016900,44007010102,35
44007016900,44007014200,35
44007017000,25023510400,35
44007017000,25025981501,35
44007017000,25027732500,35
44007017000,44007010101,35
44007017000,44007013702,35
44007017100,44007011800,35
44007017300,25021442201,35
44007017300,25021443102,35
44007017300,25027749100,35
44007017300,44007012401,35
44007017300,44007018300,35
44007017400,44007003100,35
44007017500,44003022100,35
44007017500,44007017900,35
44007017600,44007010300,35
44007017600,44007013001,35
44007017700,25005610203,35
44007017700,25005631800,35
44007017700,44007000101,35
44007017700,44007011600,35
44007017700,44007012803,35
44007017800,44003020101,35
44007017800,44007012801,35
44007018000,25025061200,35
44007018100,44003020602,35
44007018100,44007011401,35
44009050102,44009051202,35
44009050103,25025980300,35
44009050103,44003020901,35
44009050103,44009050600,35
44009050104,44003020903,35
44009050301,44005040500,35
44009050301,44009051302,35
44009050301,44009051306,35
44009050301,44009051400,35
44009050302,44003021100,35
44009050302,44005040400,35
